source_file,sheet_name,row_number,severity,field,code,message
Last 90 Day of Lending Activity(1).xlsx,Sheet1,14,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,16,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,27,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,28,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,38,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,40,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,41,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,69,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,83,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,84,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,91,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,98,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,117,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,118,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,128,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,171,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,178,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,183,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,184,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,189,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,194,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,203,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,209,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,210,error,lvr,non_positive_lvr,LVR should be greater than zero.
Last 90 Day of Lending Activity(1).xlsx,Sheet1,219,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,2,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,14,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,15,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,23,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,24,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,55,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,63,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,65,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,66,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,83,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,84,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,97,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,98,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,108,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,121,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,135,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,138,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,141,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,144,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,151,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,153,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,155,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,167,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,169,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,184,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,187,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,188,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,195,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,208,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(10).xlsx,Sheet1,239,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,4,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,6,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,7,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,8,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,11,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,13,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,23,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,26,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,38,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,39,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,43,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,43,error,repayment_date,repayment_before_settlement,Repayment date is earlier than settlement date.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,52,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,53,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,61,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,62,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,63,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,97,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,106,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,108,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,109,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,126,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,127,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,141,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,142,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,153,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,166,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,182,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,185,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,189,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,192,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,196,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,201,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,202,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,210,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,224,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(11).xlsx,Sheet1,226,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,1,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,7,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,11,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,13,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,14,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,15,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,20,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,29,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,30,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,33,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,45,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,46,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,50,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,50,error,repayment_date,repayment_before_settlement,Repayment date is earlier than settlement date.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,59,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,60,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,68,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,69,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,70,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,104,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,113,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,115,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,116,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,133,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,134,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,148,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,149,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,160,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,173,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,181,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,183,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,186,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,189,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,195,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,196,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,204,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,219,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,221,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,224,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(12).xlsx,Sheet1,225,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,6,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,16,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,22,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,32,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,35,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,36,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,37,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,41,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,43,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,52,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,53,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,56,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,70,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,71,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,78,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,78,error,repayment_date,repayment_before_settlement,Repayment date is earlier than settlement date.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,89,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,90,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,98,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,99,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,100,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,134,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,143,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,145,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,146,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,163,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,164,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,178,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,179,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,190,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,192,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,194,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,196,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,199,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,204,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,205,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,214,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,228,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,230,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,233,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(13).xlsx,Sheet1,234,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,2,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,9,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,18,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,28,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,34,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,44,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,47,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,48,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,49,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,53,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,55,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,64,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,65,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,68,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,82,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,83,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,90,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,90,error,repayment_date,repayment_before_settlement,Repayment date is earlier than settlement date.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,101,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,102,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,110,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,111,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,112,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,146,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,155,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,157,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,158,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,175,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,176,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,190,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,191,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,193,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,195,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,199,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,211,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,225,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,226,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,228,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,230,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(14).xlsx,Sheet1,231,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,6,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,10,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,21,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,28,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,53,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,61,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,70,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,80,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,86,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,96,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,99,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,100,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,101,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,105,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,107,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,116,error,lvr,missing_lvr,LVR is missing or invalid.
Last 90 Day of Lending Activity(15).xlsx,Sheet1,117,error,lvr,missing_lvr,LVR is missing or invalid.
